"date";"open";"close";"high";"low"
"16/09/2015";0.004101;0.003949;0.004126;0.0039
"17/09/2015";0.003949;0.003798;0.003967;0.003512
"18/09/2015";0.003798;0.003661;0.00387;0.003535
"19/09/2015";0.003661;0.003811;0.00397;0.00358
"20/09/2015";0.003811;0.004062;0.004099;0.003758
"21/09/2015";0.004062;0.00399;0.00421;0.00387
"22/09/2015";0.00399;0.003888;0.004185;0.003769
"23/09/2015";0.003888;0.0039;0.004;0.003861
"24/09/2015";0.0039;0.003455;0.003967;0.00341
"25/09/2015";0.003455;0.003159;0.003531;0.00304
"26/09/2015";0.003159;0.00332;0.00337;0.003001
"27/09/2015";0.00332;0.003123;0.003435;0.003101
"28/09/2015";0.003123;0.002432;0.00315;0.002303
"29/09/2015";0.002432;0.002799;0.002979;0.002332
"30/09/2015";0.002799;0.003035;0.0032;0.00265
"01/10/2015";0.003035;0.002899;0.00314;0.00278
"02/10/2015";0.002899;0.002855;0.00293;0.00274
"03/10/2015";0.002855;0.002866;0.002989;0.002816
"04/10/2015";0.002866;0.002805;0.002931;0.00278
"05/10/2015";0.002805;0.002614;0.00289;0.002613
"06/10/2015";0.002614;0.00267;0.002691;0.002432
"07/10/2015";0.00267;0.002529;0.002739;0.00245
"08/10/2015";0.002529;0.002572;0.002679;0.002411
"09/10/2015";0.002572;0.002654;0.00288;0.002566
"10/10/2015";0.002654;0.002549;0.002691;0.002537
"11/10/2015";0.002549;0.002568;0.002615;0.00251
"12/10/2015";0.002568;0.002571;0.002679;0.002533
"13/10/2015";0.002571;0.002424;0.002585;0.00239
"14/10/2015";0.002424;0.00203;0.002475;0.001879
"15/10/2015";0.00203;0.0022;0.002278;0.002025
"16/10/2015";0.0022;0.002023;0.002253;0.001979
"17/10/2015";0.002023;0.002035;0.002117;0.00195
"18/10/2015";0.002035;0.001992;0.00207;0.001934
"19/10/2015";0.001992;0.001858;0.001999;0.00182
"20/10/2015";0.001858;0.001613;0.001914;0.001587
"21/10/2015";0.001613;0.001667;0.001854;0.00155
"22/10/2015";0.001667;0.002148;0.002341;0.001557
"23/10/2015";0.002148;0.001879;0.002325;0.001805
"24/10/2015";0.001879;0.002033;0.002092;0.00186
"25/10/2015";0.002033;0.002262;0.002381;0.00194
"26/10/2015";0.002262;0.002608;0.0027;0.0021
"27/10/2015";0.002608;0.002983;0.00312;0.002461
"28/10/2015";0.002983;0.003332;0.00365;0.002635
"29/10/2015";0.003332;0.003716;0.00394;0.003071
"30/10/2015";0.003716;0.003179;0.0041;0.00286
"31/10/2015";0.003179;0.00287;0.003264;0.0028
"01/11/2015";0.00287;0.003245;0.003318;0.002824
"02/11/2015";0.003245;0.002681;0.00336;0.002611
"03/11/2015";0.002681;0.002504;0.002879;0.002234
"04/11/2015";0.002504;0.00217;0.002549;0.00137
"05/11/2015";0.00217;0.002321;0.00258;0.00205
"06/11/2015";0.002321;0.002494;0.00268;0.002222
"07/11/2015";0.002494;0.00238;0.00252;0.002184
"08/11/2015";0.00238;0.00275;0.002775;0.002349
"09/11/2015";0.00275;0.002621;0.00305;0.00242
"10/11/2015";0.002621;0.002726;0.002849;0.002546
"11/11/2015";0.002726;0.002579;0.002805;0.002225
"12/11/2015";0.002579;0.0027;0.0028;0.002345
"13/11/2015";0.0027;0.00267;0.002749;0.00255
"14/11/2015";0.00267;0.002668;0.00273;0.00262
"15/11/2015";0.002668;0.002832;0.00288;0.002655
"16/11/2015";0.002832;0.002842;0.00298;0.002704
"17/11/2015";0.002842;0.00298;0.00311;0.002702
"18/11/2015";0.00298;0.002958;0.003051;0.00283
"19/11/2015";0.002958;0.002934;0.00304;0.00285
"20/11/2015";0.002934;0.002892;0.00296;0.0028
"21/11/2015";0.002892;0.003;0.003051;0.002836
"22/11/2015";0.003;0.002978;0.003056;0.002955
"23/11/2015";0.002978;0.00293;0.003024;0.002832
"24/11/2015";0.00293;0.00287;0.002974;0.002829
"25/11/2015";0.00287;0.002632;0.002884;0.002593
"26/11/2015";0.002632;0.00249;0.002693;0.002257
"27/11/2015";0.00249;0.00241;0.002524;0.002331
"28/11/2015";0.00241;0.002563;0.002647;0.00241
"29/11/2015";0.002563;0.00234;0.002576;0.002331
"30/11/2015";0.00234;0.002318;0.002401;0.00222
"01/12/2015";0.002318;0.002407;0.002492;0.002281
"02/12/2015";0.002407;0.00229;0.002506;0.002273
"03/12/2015";0.00229;0.00228;0.002316;0.00211
"04/12/2015";0.00228;0.002325;0.0024;0.0022
"05/12/2015";0.002325;0.0022;0.00234;0.002169
"06/12/2015";0.0022;0.002129;0.002238;0.002075
"07/12/2015";0.002129;0.002015;0.002194;0.00196
"08/12/2015";0.002015;0.002;0.00208;0.001964
"09/12/2015";0.002;0.001891;0.002024;0.001817
"10/12/2015";0.001891;0.00202;0.002096;0.001875
"11/12/2015";0.00202;0.002038;0.002172;0.001889
"12/12/2015";0.002038;0.00225;0.00245;0.00202
"13/12/2015";0.00225;0.002196;0.002298;0.00213
"14/12/2015";0.002196;0.002233;0.00232;0.002181
"15/12/2015";0.002233;0.002199;0.002291;0.00215
"16/12/2015";0.002199;0.002197;0.002223;0.00215
"17/12/2015";0.002197;0.002068;0.00221;0.001977
"18/12/2015";0.002068;0.00197;0.002081;0.00196
"19/12/2015";0.00197;0.001951;0.001992;0.001889
"20/12/2015";0.001951;0.002035;0.002185;0.00195
"21/12/2015";0.002035;0.002041;0.00212;0.001991
"22/12/2015";0.002041;0.001991;0.002086;0.001968
"23/12/2015";0.001991;0.00191;0.002023;0.0019
"24/12/2015";0.00191;0.00188;0.001947;0.001859
"25/12/2015";0.00188;0.00191;0.001933;0.001879
"26/12/2015";0.00191;0.00205;0.00211;0.001903
"27/12/2015";0.00205;0.002013;0.00207;0.002007
"28/12/2015";0.002013;0.002;0.00205;0.00196
"29/12/2015";0.002;0.002021;0.002026;0.001964
"30/12/2015";0.002021;0.002137;0.002242;0.00199
"31/12/2015";0.002137;0.002165;0.002331;0.002105
"01/01/2016";0.002165;0.002152;0.00221;0.002132
"02/01/2016";0.002152;0.002151;0.00223;0.002146
"03/01/2016";0.002151;0.002251;0.00231;0.00215
"04/01/2016";0.002251;0.002181;0.002261;0.002108
"05/01/2016";0.002181;0.002205;0.00225;0.002168
"06/01/2016";0.002205;0.002222;0.002241;0.002171
"07/01/2016";0.002222;0.002077;0.00229;0.002051
"08/01/2016";0.002077;0.00217;0.00221;0.002035
"09/01/2016";0.00217;0.002189;0.002214;0.002154
"10/01/2016";0.002189;0.002227;0.002276;0.00218
"11/01/2016";0.002227;0.002334;0.002394;0.002217
"12/01/2016";0.002334;0.002581;0.002916;0.002334
"13/01/2016";0.002581;0.002622;0.00269;0.00249
"14/01/2016";0.002622;0.002729;0.00273;0.002536
"15/01/2016";0.002729;0.00327;0.003439;0.002701
"16/01/2016";0.00327;0.00316;0.003549;0.00311
"17/01/2016";0.00316;0.003419;0.003429;0.0031
"18/01/2016";0.003419;0.003635;0.004;0.00338
"19/01/2016";0.003635;0.003601;0.0038;0.003361
"20/01/2016";0.003619;0.003702;0.00399;0.00352
"21/01/2016";0.003702;0.003783;0.0038;0.003541
"22/01/2016";0.003783;0.003895;0.00396;0.0037
"23/01/2016";0.003895;0.00521;0.005325;0.003891
"24/01/2016";0.00521;0.005261;0.005775;0.00486
"25/01/2016";0.005261;0.006269;0.006882;0.005151
"26/01/2016";0.006269;0.00551;0.007321;0.0047
"27/01/2016";0.00551;0.0061;0.00664;0.00526
"28/01/2016";0.0061;0.00664;0.00705;0.00587
"29/01/2016";0.00664;0.006558;0.00709;0.0059
"30/01/2016";0.006558;0.006437;0.00691;0.006311
"31/01/2016";0.006437;0.00633;0.006702;0.005729
"01/02/2016";0.00633;0.00596;0.006359;0.00561
"02/02/2016";0.00596;0.006465;0.006549;0.00575
"03/02/2016";0.006465;0.006781;0.00686;0.006257
"04/02/2016";0.006781;0.0066;0.0069;0.00641
"05/02/2016";0.0066;0.00655;0.006735;0.00627
"06/02/2016";0.00655;0.006701;0.0068;0.006497
"07/02/2016";0.006701;0.007839;0.00825;0.006701
"08/02/2016";0.007839;0.0086;0.008741;0.0076
"09/02/2016";0.0086;0.009892;0.009999;0.00847
"10/02/2016";0.009892;0.0117;0.013;0.0095
"11/02/2016";0.0117;0.01595;0.01742;0.01127
"12/02/2016";0.01595;0.01435;0.0178;0.01321
"13/02/2016";0.01435;0.01342;0.0152;0.01059
"14/02/2016";0.01342;0.01263;0.01401;0.01102
"15/02/2016";0.01263;0.01309;0.01457;0.01235
"16/02/2016";0.01309;0.0107;0.01365;0.00955
"17/02/2016";0.0107;0.008852;0.0119;0.008252
"18/02/2016";0.008852;0.0103;0.0122;0.008
"19/02/2016";0.0103;0.01066;0.01145;0.01005
"20/02/2016";0.01066;0.009742;0.0114;0.00938
"21/02/2016";0.009742;0.01074;0.0108;0.0096
"22/02/2016";0.01074;0.01296;0.01306;0.01057
"23/02/2016";0.01291;0.01332;0.01385;0.01261
"24/02/2016";0.01332;0.01458;0.01487;0.0129
"25/02/2016";0.01458;0.01399;0.01577;0.01146
"26/02/2016";0.01399;0.01389;0.01475;0.01332
"27/02/2016";0.01389;0.01473;0.01515;0.01362
"28/02/2016";0.01473;0.01489;0.01562;0.01461
"29/02/2016";0.01489;0.01445;0.0152;0.0138
"01/03/2016";0.01445;0.01757;0.01849;0.01437
"02/03/2016";0.01757;0.0198;0.0206;0.01699
"03/03/2016";0.0198;0.02265;0.02389;0.01961
"04/03/2016";0.02265;0.02457;0.02499;0.0198
"05/03/2016";0.02457;0.02771;0.031;0.02363
"06/03/2016";0.02771;0.02735;0.03;0.02251
"07/03/2016";0.02735;0.02271;0.02889;0.02222
"08/03/2016";0.02271;0.02351;0.02475;0.02122
"09/03/2016";0.02351;0.02888;0.0294;0.0233
"10/03/2016";0.02888;0.02692;0.0298;0.026
"11/03/2016";0.02692;0.02674;0.02765;0.02454
"12/03/2016";0.02674;0.03261;0.03353;0.0262
"13/03/2016";0.03261;0.0362;0.0372;0.0323
"14/03/2016";0.0362;0.03025;0.03679;0.0269
"15/03/2016";0.03025;0.03104;0.03178;0.0282
"16/03/2016";0.03104;0.03089;0.0332;0.03029
"17/03/2016";0.03089;0.02624;0.03089;0.0245
"18/03/2016";0.02624;0.02629;0.02678;0.02041
"19/03/2016";0.02629;0.02555;0.02749;0.0238
"20/03/2016";0.02555;0.02461;0.0266;0.023
"21/03/2016";0.02461;0.02888;0.02916;0.02451
"22/03/2016";0.02888;0.027;0.02891;0.0266
"23/03/2016";0.027;0.02979;0.0298;0.0268
"24/03/2016";0.02979;0.02681;0.02996;0.02578
"25/03/2016";0.02681;0.02558;0.02748;0.02508
"26/03/2016";0.02558;0.02652;0.02696;0.02531
"27/03/2016";0.02652;0.02436;0.0267;0.02351
"28/03/2016";0.02436;0.02767;0.02814;0.02436
"29/03/2016";0.02767;0.0283;0.0288;0.02657
"30/03/2016";0.0283;0.02863;0.02943;0.02751
"31/03/2016";0.02863;0.0272;0.029;0.02683
"01/04/2016";0.0272;0.02797;0.0285;0.02719
"02/04/2016";0.02797;0.02754;0.02797;0.027
"03/04/2016";0.02754;0.02752;0.02788;0.0273
"04/04/2016";0.02752;0.02652;0.02766;0.02622
"05/04/2016";0.02652;0.02453;0.02669;0.02384
"06/04/2016";0.02453;0.02546;0.0259;0.02412
"07/04/2016";0.02546;0.02387;0.02569;0.02339
"08/04/2016";0.02387;0.02325;0.0246;0.02251
"09/04/2016";0.02325;0.02195;0.0242;0.02123
"10/04/2016";0.02195;0.02092;0.0221;0.0176
"11/04/2016";0.02092;0.02055;0.02132;0.01885
"12/04/2016";0.02055;0.01769;0.02055;0.01675
"13/04/2016";0.01769;0.01889;0.02059;0.0165
"14/04/2016";0.01889;0.01981;0.02084;0.0188
"15/04/2016";0.01981;0.01921;0.02025;0.01871
"16/04/2016";0.01921;0.01999;0.02019;0.0187
"17/04/2016";0.01999;0.022;0.02277;0.0198
"18/04/2016";0.022;0.02082;0.02225;0.01977
"19/04/2016";0.02082;0.01989;0.02175;0.01973
"20/04/2016";0.01989;0.0194;0.02029;0.0186
"21/04/2016";0.0194;0.01796;0.01984;0.0176
"22/04/2016";0.01796;0.01752;0.01873;0.01717
"23/04/2016";0.01752;0.01858;0.01923;0.0172
"24/04/2016";0.01858;0.01737;0.01878;0.0173
"25/04/2016";0.01737;0.016;0.01772;0.01556
"26/04/2016";0.016;0.01583;0.0164;0.01513
"27/04/2016";0.01583;0.0173;0.01764;0.01567
"28/04/2016";0.0173;0.01612;0.01799;0.0161
"29/04/2016";0.01612;0.01646;0.0173;0.01582
"30/04/2016";0.01646;0.01994;0.02087;0.01632
"01/05/2016";0.01994;0.01951;0.02009;0.01865
"02/05/2016";0.01951;0.02288;0.02343;0.01944
"03/05/2016";0.02288;0.02058;0.02297;0.02053
"04/05/2016";0.02058;0.021;0.0225;0.02035
"05/05/2016";0.021;0.02196;0.0226;0.0207
"06/05/2016";0.02196;0.02008;0.02233;0.0193
"07/05/2016";0.02008;0.02039;0.02076;0.01992
"08/05/2016";0.02039;0.02074;0.02117;0.0194
"09/05/2016";0.02074;0.02025;0.0212;0.01971
"10/05/2016";0.02025;0.02074;0.02099;0.01996
"11/05/2016";0.02074;0.02207;0.02213;0.0207
"12/05/2016";0.02207;0.0223;0.02335;0.02172
"13/05/2016";0.0223;0.02299;0.02442;0.02191
"14/05/2016";0.02299;0.0224;0.0233;0.02129
"15/05/2016";0.0224;0.02178;0.02295;0.02155
"16/05/2016";0.02178;0.02445;0.02565;0.02172
"17/05/2016";0.02445;0.0267;0.0276;0.02442
"18/05/2016";0.0267;0.02935;0.0315;0.02655
"19/05/2016";0.02935;0.03332;0.03335;0.02913
"20/05/2016";0.03332;0.031;0.03415;0.03
"21/05/2016";0.031;0.03155;0.03182;0.02952
"22/05/2016";0.03155;0.03248;0.0328;0.03105
"23/05/2016";0.03248;0.03034;0.0331;0.03026
"24/05/2016";0.03034;0.02827;0.03108;0.0266
"25/05/2016";0.02827;0.02785;0.02897;0.02601
"26/05/2016";0.02785;0.02768;0.029;0.02653
"27/05/2016";0.02768;0.02358;0.02769;0.0219
"28/05/2016";0.02358;0.02234;0.0251;0.02067
"29/05/2016";0.02234;0.02368;0.02424;0.0219
"30/05/2016";0.02368;0.0238;0.02418;0.02265
"31/05/2016";0.0238;0.02634;0.0276;0.02337
"01/06/2016";0.02634;0.02572;0.0273;0.02493
"02/06/2016";0.02572;0.02563;0.02645;0.02513
"03/06/2016";0.02563;0.02436;0.0259;0.02293
"04/06/2016";0.02436;0.02392;0.02472;0.02283
"05/06/2016";0.02392;0.02436;0.02475;0.0234
"06/06/2016";0.02436;0.02383;0.02449;0.02347
"07/06/2016";0.02383;0.025;0.02538;0.0234
"08/06/2016";0.025;0.0249;0.02585;0.02466
"09/06/2016";0.0249;0.02491;0.02555;0.02456
"10/06/2016";0.02491;0.02417;0.02515;0.02391
"11/06/2016";0.02417;0.02351;0.02418;0.02336
"12/06/2016";0.02351;0.0236;0.024;0.02208
"13/06/2016";0.0236;0.02508;0.0253;0.0229
"14/06/2016";0.02508;0.02754;0.0281;0.02485
"15/06/2016";0.02754;0.02667;0.02782;0.02605
"16/06/2016";0.02667;0.02695;0.02724;0.02562
"17/06/2016";0.02695;0.02094;0.02799;0.01722
"18/06/2016";0.02094;0.01494;0.021;0.01244
"19/06/2016";0.01494;0.01625;0.01766;0.01402
"20/06/2016";0.01625;0.01598;0.01653;0.0137
"21/06/2016";0.01598;0.01904;0.01945;0.01598
"22/06/2016";0.01904;0.02226;0.0239;0.019
"23/06/2016";0.02226;0.02187;0.02346;0.02151
"24/06/2016";0.02187;0.02157;0.02196;0.02
"25/06/2016";0.02157;0.02137;0.02185;0.02067
"26/06/2016";0.02137;0.02192;0.023;0.02137
"27/06/2016";0.02192;0.02144;0.02229;0.0212
"28/06/2016";0.02144;0.01893;0.02151;0.01765
"29/06/2016";0.01893;0.02;0.0205;0.01809
"30/06/2016";0.02;0.01851;0.02005;0.01844
"01/07/2016";0.01851;0.01824;0.01862;0.01722
"02/07/2016";0.01824;0.01735;0.01829;0.01715
"03/07/2016";0.01735;0.01776;0.01816;0.01716
"04/07/2016";0.01776;0.01685;0.01799;0.01679
"05/07/2016";0.01685;0.01576;0.01699;0.01415
"06/07/2016";0.01576;0.0155;0.01649;0.01518
"07/07/2016";0.0155;0.01578;0.01623;0.01501
"08/07/2016";0.01578;0.01701;0.0175;0.01555
"09/07/2016";0.01701;0.01677;0.01735;0.0164
"10/07/2016";0.01677;0.01684;0.0171;0.01653
"11/07/2016";0.01684;0.01617;0.01688;0.01574
"12/07/2016";0.01617;0.01565;0.01656;0.0155
"13/07/2016";0.01565;0.01578;0.01601;0.01552
"14/07/2016";0.01578;0.01758;0.01777;0.01578
"15/07/2016";0.01758;0.0179;0.01876;0.01735
"16/07/2016";0.0179;0.01753;0.0181;0.01749
"17/07/2016";0.01753;0.01652;0.0176;0.01616
"18/07/2016";0.01652;0.01634;0.0171;0.01618
"19/07/2016";0.01634;0.0174;0.01802;0.01623
"20/07/2016";0.0174;0.01867;0.0195;0.01715
"21/07/2016";0.01867;0.01886;0.01914;0.01797
"22/07/2016";0.01886;0.02268;0.02282;0.01869
"23/07/2016";0.02268;0.0217;0.0229;0.02132
"24/07/2016";0.0217;0.0191;0.0222;0.01823
"25/07/2016";0.0191;0.02121;0.02125;0.01909
"26/07/2016";0.02121;0.01829;0.02125;0.0176
"27/07/2016";0.01829;0.01989;0.0207;0.01792
"28/07/2016";0.01989;0.0196;0.01999;0.01896
"29/07/2016";0.0196;0.01958;0.01976;0.01914
"30/07/2016";0.01958;0.01906;0.01958;0.019
"31/07/2016";0.01906;0.01899;0.01975;0.018
"01/08/2016";0.01899;0.0182;0.0193;0.01815
"02/08/2016";0.0182;0.01629;0.01833;0.01353
"03/08/2016";0.01629;0.01798;0.0185;0.01562
"04/08/2016";0.01798;0.01927;0.0197;0.01776
"05/08/2016";0.01927;0.01902;0.01947;0.0187
"06/08/2016";0.01902;0.0186;0.01906;0.01791
"07/08/2016";0.0186;0.01853;0.01885;0.01812
"08/08/2016";0.01853;0.0192;0.01926;0.01826
"09/08/2016";0.0192;0.0208;0.02129;0.01901
"10/08/2016";0.0208;0.0208;0.0213;0.01991
"11/08/2016";0.0208;0.01982;0.02083;0.0195
"12/08/2016";0.01982;0.02006;0.02059;0.0198
"13/08/2016";0.02006;0.01972;0.02013;0.01959
"14/08/2016";0.01972;0.01961;0.02011;0.01945
"15/08/2016";0.01961;0.01974;0.01983;0.0194
"16/08/2016";0.01974;0.01924;0.01988;0.01914
"17/08/2016";0.01924;0.01877;0.01937;0.01871
"18/08/2016";0.01877;0.01872;0.01926;0.01865
"19/08/2016";0.01872;0.01871;0.01888;0.01859
"20/08/2016";0.01871;0.0194;0.0195;0.01868
"21/08/2016";0.0194;0.01922;0.01941;0.0188
"22/08/2016";0.01922;0.01893;0.0195;0.0188
"23/08/2016";0.01893;0.01888;0.01921;0.01866
"24/08/2016";0.01888;0.01901;0.01925;0.01888
"25/08/2016";0.01901;0.0197;0.01976;0.019
"26/08/2016";0.0197;0.01951;0.01989;0.01931
"27/08/2016";0.01951;0.01959;0.01977;0.01938
"28/08/2016";0.01959;0.019;0.01961;0.01898
"29/08/2016";0.019;0.01904;0.01943;0.0186
"30/08/2016";0.01904;0.01951;0.01969;0.01893
"31/08/2016";0.01951;0.02021;0.02029;0.01932
"01/09/2016";0.02021;0.02125;0.02225;0.0201
"02/09/2016";0.02125;0.02099;0.0215;0.02073
"03/09/2016";0.02099;0.01964;0.02155;0.019
"04/09/2016";0.01964;0.01918;0.0198;0.01891
"05/09/2016";0.01918;0.01937;0.01962;0.01905
"06/09/2016";0.01937;0.0191;0.01937;0.01873
"07/09/2016";0.0191;0.0188;0.01927;0.01866
"08/09/2016";0.0188;0.01816;0.01901;0.0178
"09/09/2016";0.01816;0.01868;0.01884;0.018
"10/09/2016";0.01868;0.0194;0.0194;0.01845
"11/09/2016";0.0194;0.01921;0.01965;0.01858
"12/09/2016";0.01921;0.01959;0.01971;0.01908
"13/09/2016";0.01959;0.01959;0.02004;0.01942
"14/09/2016";0.01959;0.01955;0.01965;0.01911
"15/09/2016";0.01955;0.01965;0.01987;0.0195
"16/09/2016";0.01965;0.02076;0.02118;0.0195
"17/09/2016";0.02076;0.02101;0.02107;0.02047
"18/09/2016";0.02101;0.01991;0.0214;0.01967
"19/09/2016";0.01991;0.02123;0.02141;0.01984
"20/09/2016";0.02123;0.0235;0.02364;0.02121
"21/09/2016";0.0235;0.02301;0.0241;0.022
"22/09/2016";0.02301;0.02191;0.02317;0.02071
"23/09/2016";0.02191;0.02204;0.02246;0.02186
"24/09/2016";0.02204;0.02138;0.02215;0.0207
"25/09/2016";0.02138;0.02167;0.02177;0.02118
"26/09/2016";0.02167;0.02108;0.022;0.02103
"27/09/2016";0.02108;0.02164;0.02186;0.02102
"28/09/2016";0.02164;0.0219;0.0224;0.02155
"29/09/2016";0.0219;0.02164;0.02212;0.0215
"30/09/2016";0.02164;0.02173;0.02209;0.02143
"01/10/2016";0.02173;0.02142;0.0219;0.02107
"02/10/2016";0.02142;0.02161;0.02181;0.02133
"03/10/2016";0.02161;0.02202;0.02215;0.02148
"04/10/2016";0.02202;0.02181;0.0222;0.02159
"05/10/2016";0.02181;0.02124;0.0219;0.02124
"06/10/2016";0.02124;0.021;0.0215;0.02066
"07/10/2016";0.021;0.0205;0.02122;0.02024
"08/10/2016";0.0205;0.01966;0.02055;0.0193
"09/10/2016";0.01966;0.01952;0.02009;0.01928
"10/10/2016";0.01952;0.01898;0.01956;0.01866
"11/10/2016";0.01898;0.01825;0.01959;0.0181
"12/10/2016";0.01825;0.01843;0.01905;0.01821
"13/10/2016";0.01843;0.01907;0.01927;0.0184
"14/10/2016";0.01907;0.01865;0.01907;0.01857
"15/10/2016";0.01865;0.01873;0.01889;0.01831
"16/10/2016";0.01873;0.01857;0.0189;0.01851
"17/10/2016";0.01857;0.01876;0.01888;0.0184
"18/10/2016";0.01876;0.01967;0.02023;0.01876
"19/10/2016";0.01967;0.01906;0.01986;0.01884
"20/10/2016";0.01906;0.01909;0.01957;0.01896
"21/10/2016";0.01909;0.01917;0.01929;0.01901
"22/10/2016";0.01917;0.01843;0.01923;0.01819
"23/10/2016";0.01843;0.01834;0.01855;0.0181
"24/10/2016";0.01834;0.0182;0.01847;0.0182
"25/10/2016";0.0182;0.01743;0.0183;0.01679
"26/10/2016";0.01743;0.01704;0.01796;0.01685
"27/10/2016";0.01704;0.0167;0.01705;0.0163
"28/10/2016";0.0167;0.01605;0.01693;0.01586
"29/10/2016";0.01605;0.01444;0.01614;0.01315
"30/10/2016";0.01444;0.01608;0.01654;0.0144
"31/10/2016";0.01608;0.01566;0.0165;0.01544
"01/11/2016";0.01566;0.01475;0.0158;0.01397
"02/11/2016";0.01475;0.01472;0.01552;0.01455
"03/11/2016";0.01472;0.01581;0.01612;0.01449
"04/11/2016";0.01581;0.01584;0.016;0.01539
"05/11/2016";0.01584;0.01574;0.0159;0.01552
"06/11/2016";0.01574;0.0153;0.01578;0.01528
"07/11/2016";0.0153;0.01539;0.0158;0.01523
"08/11/2016";0.01539;0.01525;0.01559;0.01504
"09/11/2016";0.01525;0.01479;0.01528;0.01395
"10/11/2016";0.01479;0.01479;0.01498;0.01455
"11/11/2016";0.01479;0.0144;0.01485;0.01429
"12/11/2016";0.0144;0.014;0.01462;0.0138
"13/11/2016";0.014;0.0144;0.01509;0.01367
"14/11/2016";0.0144;0.01416;0.01451;0.01412
"15/11/2016";0.01416;0.01434;0.01451;0.01384
"16/11/2016";0.01434;0.01355;0.01456;0.01323
"17/11/2016";0.01355;0.01346;0.01368;0.01316
"18/11/2016";0.01346;0.01262;0.0136;0.0123
"19/11/2016";0.01262;0.01285;0.0131;0.01255
"20/11/2016";0.01285;0.01309;0.01337;0.01262
"21/11/2016";0.01309;0.013;0.01322;0.01282
"22/11/2016";0.013;0.01313;0.01384;0.01271
"23/11/2016";0.01313;0.01314;0.01347;0.01299
"24/11/2016";0.01314;0.01252;0.01325;0.011
"25/11/2016";0.01252;0.01268;0.01328;0.01241
"26/11/2016";0.01268;0.01263;0.01295;0.01254
"27/11/2016";0.01263;0.01228;0.0128;0.01185
"28/11/2016";0.01228;0.0119;0.01233;0.0118
"29/11/2016";0.0119;0.01117;0.0119;0.01011
"30/11/2016";0.01117;0.01158;0.01192;0.01105
"01/12/2016";0.01158;0.01121;0.0116;0.01098
"02/12/2016";0.01121;0.009879;0.01123;0.0094
"03/12/2016";0.009879;0.01033;0.01072;0.00983
"04/12/2016";0.01033;0.009816;0.01038;0.0096
"05/12/2016";0.009816;0.00887;0.01003;0.00864
"06/12/2016";0.00887;0.01023;0.01044;0.0076
"07/12/2016";0.01023;0.01085;0.0112;0.00958
"08/12/2016";0.01085;0.01075;0.01158;0.01065
"09/12/2016";0.01075;0.01105;0.01127;0.01043
"10/12/2016";0.01105;0.01047;0.01105;0.0103
"11/12/2016";0.01047;0.0107;0.0108;0.01044
"12/12/2016";0.0107;0.01092;0.01119;0.01052
"13/12/2016";0.01092;0.01073;0.01095;0.01064
"14/12/2016";0.01073;0.01059;0.01101;0.0105
"15/12/2016";0.01059;0.01;0.01059;0.00987
"16/12/2016";0.01;0.009961;0.01018;0.009878
"17/12/2016";0.009961;0.009764;0.01003;0.00922
"18/12/2016";0.009764;0.009978;0.0101;0.009725
"19/12/2016";0.009978;0.009614;0.009978;0.00954
"20/12/2016";0.009614;0.009501;0.009888;0.009427
"21/12/2016";0.009501;0.009495;0.009716;0.00945
